filename,label,source,split,timestamp
not_fall_0081_20260620_172219_0219.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.640758
not_fall_0009_20260620_172016_0142.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.673790
not_fall_0053_20260620_172104_0186.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.706284
not_fall_0069_20260620_172140_0202.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.733264
not_fall_0052_20260620_172103_0185.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.763528
not_fall_0094_20260620_172319_0235.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.794103
not_fall_0039_20260620_172049_0172.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.827145
not_fall_0051_20260620_172103_0184.png,no_fall,no_fall,train,2026-06-26T13:42:00.866290
not_fall_0042_20260620_172052_0175.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.898603
not_fall_0074_20260620_172156_0207.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.929682
not_fall_0023_20260620_172030_0156.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.959022
not_fall_0085_20260620_172238_0226.jpg,no_fall,no_fall,train,2026-06-26T13:42:00.987171
not_fall_0011_20260620_172018_0144.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.019896
not_fall_0080_20260620_172215_0217.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.053096
not_fall_0104_20260620_172451_0247.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.081685
not_fall_0108_20260620_172549_0279.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.110870
not_fall_0025_20260620_172032_0158.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.143847
not_fall_0007_20260620_172013_0140.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.176860
not_fall_0048_20260620_172100_0181.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.204497
not_fall_0063_20260620_172124_0196.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.235025
not_fall_0061_20260620_172117_0194.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.269682
not_fall_0114_20260620_172611_0285.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.301912
not_fall_0043_20260620_172054_0176.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.328067
not_fall_0003_20260620_172004_0136.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.356332
not_fall_0099_20260620_172403_0241.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.385477
not_fall_0088_20260620_172246_0229.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.419871
not_fall_0071_20260620_172147_0204.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.450934
not_fall_0037_20260620_172046_0170.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.477613
not_fall_0024_20260620_172031_0157.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.505460
not_fall_0056_20260620_172107_0189.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.536592
not_fall_0057_20260620_172108_0190.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.560842
not_fall_0040_20260620_172050_0173.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.583668
not_fall_0041_20260620_172051_0174.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.618644
not_fall_0105_20260620_172457_0248.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.651844
not_fall_0019_20260620_172026_0152.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.691829
not_fall_0093_20260620_172307_0234.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.720590
not_fall_0067_20260620_172135_0200.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.755095
not_fall_0091_20260620_172302_0232.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.786222
not_fall_0016_20260620_172023_0149.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.818501
not_fall_0059_20260620_172110_0192.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.848932
not_fall_0006_20260620_172012_0139.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.879547
not_fall_0034_20260620_172043_0167.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.909756
not_fall_0045_20260620_172056_0178.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.935631
not_fall_0046_20260620_172058_0179.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.968597
not_fall_0013_20260620_172020_0146.jpg,no_fall,no_fall,train,2026-06-26T13:42:01.990349
not_fall_0049_20260620_172101_0182.jpg,no_fall,no_fall,train,2026-06-26T13:42:02.013212
not_fall_0097_20260620_172343_0239.jpg,no_fall,no_fall,train,2026-06-26T13:42:02.039112
not_fall_0106_20260620_172545_0277.jpg,no_fall,no_fall,train,2026-06-26T13:42:02.068142
not_fall_0079_20260620_172210_0214.jpg,no_fall,no_fall,train,2026-06-26T13:42:02.098071
not_fall_0096_20260620_172330_0237.jpg,no_fall,no_fall,train,2026-06-26T13:42:02.127414
not_fall_0020_20260620_172027_0153.jpg,no_fall,no_fall,train,2026-06-26T13:42:02.160423
not_fall_0083_20260620_172227_0224.jpg,no_fall,no_fall,train,2026-06-26T13:42:02.189814
not_fall_0044_20260620_172055_0177.jpg,no_fall,no_fall,train,2026-06-26T13:42:02.221137
not_fall_0100_20260620_172404_0242.jpg,no_fall,no_fall,train,2026-06-26T13:42:02.250724
not_fall_0021_20260620_172028_0154.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.281920
not_fall_0001_20260620_172001_0134.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.316015
not_fall_0111_20260620_172553_0282.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.345973
not_fall_0101_20260620_172408_0243.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.377894
not_fall_0058_20260620_172109_0191.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.407903
not_fall_0109_20260620_172550_0280.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.438520
not_fall_0054_20260620_172105_0187.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.475185
not_fall_0103_20260620_172439_0245.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.497805
not_fall_0084_20260620_172229_0225.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.524381
not_fall_0026_20260620_172034_0159.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.553393
not_fall_0072_20260620_172153_0205.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.577882
not_fall_0098_20260620_172402_0240.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.601777
not_fall_0078_20260620_172206_0212.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.629989
not_fall_0065_20260620_172126_0198.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.658784
not_fall_0030_20260620_172039_0163.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.691203
not_fall_0028_20260620_172036_0161.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.715563
not_fall_0102_20260620_172427_0244.jpg,no_fall,no_fall,valid,2026-06-26T13:42:02.742516
not_fall_0113_20260620_172601_0284.jpg,no_fall,no_fall,test,2026-06-26T13:42:02.770716
not_fall_0005_20260620_172006_0138.jpg,no_fall,no_fall,test,2026-06-26T13:42:02.800122
not_fall_0055_20260620_172106_0188.jpg,no_fall,no_fall,test,2026-06-26T13:42:02.828752
not_fall_0076_20260620_172159_0209.jpg,no_fall,no_fall,test,2026-06-26T13:42:02.857876
not_fall_0012_20260620_172019_0145.jpg,no_fall,no_fall,test,2026-06-26T13:42:02.887429
not_fall_0070_20260620_172146_0203.jpg,no_fall,no_fall,test,2026-06-26T13:42:02.916049
not_fall_0107_20260620_172547_0278.jpg,no_fall,no_fall,test,2026-06-26T13:42:02.944375
not_fall_0087_20260620_172244_0228.jpg,no_fall,no_fall,test,2026-06-26T13:42:02.979864
not_fall_0014_20260620_172021_0147.jpg,no_fall,no_fall,test,2026-06-26T13:42:03.001851
not_fall_0112_20260620_172554_0283.jpg,no_fall,no_fall,test,2026-06-26T13:42:03.025004
not_fall_0018_20260620_172025_0151.jpg,no_fall,no_fall,test,2026-06-26T13:42:03.062778
not_fall_0029_20260620_172037_0162.jpg,no_fall,no_fall,test,2026-06-26T13:42:03.091070
not_fall_0032_20260620_172041_0165.png,no_fall,no_fall,test,2026-06-26T13:42:03.122209
not_fall_0036_20260620_172045_0169.jpg,no_fall,no_fall,test,2026-06-26T13:42:03.150883
not_fall_0095_20260620_172322_0236.jpg,no_fall,no_fall,test,2026-06-26T13:42:03.179711
not_fall_0004_20260620_172005_0137.jpg,no_fall,no_fall,test,2026-06-26T13:42:03.213870
not_fall_0015_20260620_172022_0148.jpg,no_fall,no_fall,test,2026-06-26T13:42:03.246472
not_fall_0082_20260620_172220_0220.jpg,no_fall,no_fall,test,2026-06-26T13:42:03.280978
